sp_id	latitude	longitude
504998282	30.4888843	-84.2615570
504999770	30.4292643	-84.2809270
504994099	30.4757543	-84.2343670
505000512	30.4380993	-84.2844280
505086278	30.5354283	-84.3728820
504991514	30.3319643	-84.2182170
505005617	30.5005543	-84.3363370
504994943	30.5010943	-84.2433370
504998264	30.4900443	-84.2639770
505039781	30.4008344	-86.8652763
505007406	30.1645284	-84.3754200
505089440	30.5159343	-84.2363970
504994164	30.4649643	-84.2341770
505092445	30.5283343	-84.0033771
504998719	30.4120743	-84.2726570
504990995	30.4659143	-84.1808470
504995300	30.4648943	-84.2395870
505000179	30.4683143	-84.2809970
504995474	30.5066723	-84.2528140
504997093	30.4992143	-84.2541070
505088270	30.5529252	-84.2575357
505524291	33.7086136	-84.4184968
504993326	30.4258943	-84.2235970
505086154	30.6051663	-84.4408379
505000616	30.4481943	-84.2847270
505089025	30.6079743	-84.2456970
504989849	30.5011943	-84.1302070
505001265	30.4945143	-84.2807770
505004602	30.4768943	-84.3187170
504993031	30.4641443	-84.2287470
505089839	30.6013343	-84.2339670
504999945	30.4281643	-84.2792370
505001041	30.4518843	-84.2833670
505002829	30.4351943	-84.2976070
505095825	30.6634842	-83.8546571
505089791	30.5939543	-84.2233770
504999126	30.3796243	-84.2714670
504999204	30.4682643	-84.2679970
504995185	30.4580843	-84.2387070
505001378	30.4684643	-84.2864870
504992460	30.4596773	-84.2295260
504994934	30.4721343	-84.2432970
517126178	38.7590423	-77.5369486
504995322	30.5119143	-84.2430870
504997150	30.5036943	-84.2540470
505007679	30.1770844	-84.3858870
505091995	30.5590343	-84.1490270
505226989	32.4617739	-84.9737767
504989504	30.4224773	-84.1186530
504997126	30.4514443	-84.2538070
505001637	30.4690143	-84.2864270
504997081	30.4992143	-84.2541070
504995223	30.4901743	-84.2430270
505090077	30.5899643	-84.2324770
504991449	30.4334333	-84.2044470
505082818	30.6803043	-84.8373768
505000331	30.4834343	-84.2792870
505003800	30.4740343	-84.3121070
505086533	30.5845243	-84.4535269
504997467	30.4877203	-84.2689280
504990406	30.4789463	-84.1607910
504991542	30.4640843	-84.2197670
504961404	30.2961503	-81.7303917
504999540	30.4739503	-84.2806450
505086289	30.5204883	-84.3705720
504999066	30.3804943	-84.2764370
505089004	30.6114043	-84.2415970
505003891	30.4570143	-84.3142970
504990479	30.2915843	-84.1529470
504995161	30.4906043	-84.2423270
504992201	30.4277043	-84.2138070
504421343	28.0336048	-82.5738676
505003129	30.4258543	-84.3029570
504993625	30.4228643	-84.2323970
504995016	30.4738043	-84.2424370
504996852	30.3156243	-84.2533070
504997752	30.4439443	-84.2613670
504994417	30.4574633	-84.2379970
505008109	30.5122343	-84.3706870
504965151	30.1770343	-81.7423677
512517317	43.0771214	-76.1624287
504996777	30.4420643	-84.2531270
504995516	30.5107944	-84.2505566
505092602	30.5954143	-84.0653070
504991148	30.4570343	-84.1835470
504998799	30.4496843	-84.2772970
514821258	45.5112845	-122.4376066
505001024	30.4765643	-84.2814770
504993147	30.5026943	-84.2257670
505006305	30.4301143	-84.3412770
504990652	30.3937443	-84.1490370
505006834	30.4666743	-84.3524270
505006278	30.4262743	-84.3386670
504995056	30.4896643	-84.2427970
505089479	30.5411443	-84.2224470
505089903	30.5945243	-84.2228870
505085128	30.5680303	-84.5441909
504997651	30.4470543	-84.2625970
505001516	30.4453743	-84.2883070
505087754	30.5205143	-84.3291770
504990724	30.4185143	-84.1418770
504995932	30.4950043	-84.2509170
504999163	30.3780243	-84.2706070
504997230	30.5060643	-84.2531670
505007836	30.1751844	-84.3754270
505003156	30.4221243	-84.2996370
505002289	30.4806043	-84.2863770
505005029	30.4347643	-84.3304570
504995680	30.4304343	-84.2465670
504995949	30.4591043	-84.2453570
504673469	28.5013147	-81.3137779
505090665	30.5353143	-84.2044970
505087823	30.5184043	-84.3606270
505087006	30.5360443	-84.3705470
504999823	30.4214743	-84.2797670
504999548	30.3923893	-84.2806090
504991679	30.4777643	-84.2175170
505091773	30.5500543	-84.1462170
505002622	30.4801643	-84.3038570
505007646	30.1994444	-84.3686370
505089013	30.5406943	-84.2580170
504991766	30.5089843	-84.2104170
505004323	30.4247943	-84.3051970
505087605	30.5213543	-84.3437370
505095792	30.5414543	-83.8705871
505001779	30.4686243	-84.2860070
504998152	30.4486643	-84.2611870
505003857	30.4935243	-84.3168770
505084080	30.6482943	-84.6074169
505002196	30.4339143	-84.2906670
504996255	30.5062543	-84.2448170
504990810	30.3788743	-84.1387970
504993374	30.4278333	-84.2378470
505006405	30.4698443	-84.3546450
505008871	30.4423543	-84.6326169
504998713	30.4269843	-84.2774070
504991966	30.4277043	-84.2138070
505000869	30.4454843	-84.2860970
504994712	30.4337843	-84.2419770
504993598	30.4355043	-84.2371370
505009321	30.4388543	-84.4108069
505091020	30.5159743	-84.2107670
505006888	30.4642243	-84.3485570
504997985	30.3776143	-84.2671670
505090131	30.5670103	-84.2158280
505001182	30.3935943	-84.2805170
505000676	30.4147143	-84.2823870
504990249	30.4841543	-84.0896270
505087065	30.5345843	-84.3699070
504998867	30.4560143	-84.2688670
505006972	30.4671743	-84.3562570
505003001	30.3793543	-84.2932970
505000283	30.4538943	-84.2790770
504996533	30.1995443	-84.2592270
504998901	30.4568243	-84.2762770
504998823	30.4599143	-84.2743770
505016094	30.1503244	-85.6483066
505089125	30.5405303	-84.2239390
504995272	30.4731343	-84.2395970
505006329	30.4313943	-84.3422270
504992819	30.4741243	-84.2310570
504995976	30.4957143	-84.2507970
505083983	30.5904643	-84.5950469
505002173	30.3737243	-84.2921770
503855754	25.7974953	-80.2094183
505006840	30.4951743	-84.3623770
505002839	30.4556843	-84.3001070
504993990	30.4733343	-84.2323170
505007594	30.1762744	-84.3791970
505656401	34.2329155	-84.3553608
504999377	30.4417713	-84.2807090
505000135	30.4538943	-84.2790770
505000905	30.4466843	-84.2840970
505004382	30.4676633	-84.3210630
504991606	30.4985443	-84.2177870
505001799	30.4739043	-84.2859970
504988415	30.5025173	-83.7592961
504995784	30.4673543	-84.2504970
505003201	30.4248943	-84.2993570
505001006	30.4585743	-84.2840270
505087080	30.5223343	-84.3738870
504995846	30.4991943	-84.2463670
516349380	35.0358633	-85.1405165
504994279	30.4015543	-84.2310070
505091839	30.5268143	-84.1923370
505005862	30.4750643	-84.3404870
505006338	30.4054143	-84.3341970
504992261	30.4277043	-84.2138070
516351020	35.0153133	-85.1631265
504997396	30.4365413	-84.2671780
505002004	30.4492743	-84.2928770
504993166	30.5052543	-84.2228070
504947889	30.3195242	-81.6598677
505089493	30.5202143	-84.2345970
505089762	30.5743243	-84.2297270
504991284	30.4698243	-84.1845170
505006429	30.4835973	-84.3572730
504994711	30.4332043	-84.2384370
504990277	30.4714643	-84.0891070
504989531	30.4949743	-84.0789610
504997131	30.5069043	-84.2536570
504994725	30.4388643	-84.2404570
504999597	30.4301043	-84.2809570
504992234	30.4246843	-84.2075970
504996798	30.4370043	-84.2590870
504993660	30.4038143	-84.2373870
505090930	30.5462543	-84.2022370
505089851	30.6010043	-84.2268670
505100929	30.8559142	-83.2884773
504998047	30.4486643	-84.2611870
505089082	30.5968743	-84.2518470
504997807	30.4439843	-84.2604570
505002128	30.3860243	-84.2868670
504414345	28.0327748	-82.5383576
504993184	30.4251343	-84.2226970
504992329	30.4646343	-84.2080570
504999267	30.4784243	-84.2689370
507904530	38.6264329	-90.1889248
505005060	30.4454143	-84.3262870
504990062	30.4002943	-84.1095670
505090650	30.5602343	-84.2022170
504996080	30.4963743	-84.2455770
505089806	30.6124943	-84.2343670
505083497	30.9578872	-84.6476759
504669329	28.5036047	-81.3281279
505090026	30.6178543	-84.2277370
505089060	30.5884243	-84.2675070
505003765	30.4628143	-84.3116770
504993727	30.3235343	-84.2374870
505003402	30.4862323	-84.3146430
504989532	30.4893363	-84.0917690
504993187	30.4270943	-84.2256470
504994024	30.4655943	-84.2315570
504960388	30.2836843	-81.7253467
504998393	30.4639413	-84.2735140
504994393	30.4863783	-84.2379980
504991651	30.4946443	-84.2208770
504911978	30.2862942	-81.5015978
505001097	30.4741443	-84.2825270
504994177	30.5136443	-84.2345470
505001319	30.4810943	-84.2831970
505005200	30.4376743	-84.3192770
504989491	30.4915473	-83.9579061
505089062	30.5596443	-84.2511670
505094900	30.8303642	-83.9514271
505029852	30.3878044	-86.4293764
505006591	30.2710143	-84.3594970
505095727	30.5483843	-83.8705971
505000935	30.4530043	-84.2814670
505050068	30.4675744	-87.2240362
505004336	30.4156243	-84.3039070
505095217	30.5479433	-83.8678991
504996171	30.4522943	-84.2510470
504998928	30.4746643	-84.2768770
504998291	30.4799443	-84.2635970
505091962	30.5344343	-84.1890570
504997468	30.4928173	-84.2695450
504999545	30.3847153	-84.2791050
505099570	30.8487942	-83.2924972
505089891	30.5703843	-84.2198870
504992968	30.4913443	-84.2240170
504993122	30.5028443	-84.2237770
504990904	30.4682843	-84.1597170
505002477	30.3585384	-84.2960541
505003689	30.2007043	-84.3055570
505087915	30.5402643	-84.2718270
504997010	30.4953143	-84.2523670
502023893	36.9691451	-122.0379079
505003727	30.4877143	-84.3157070
504990391	30.4170613	-84.1487360
504998805	30.4556543	-84.2773670
505001260	30.5033743	-84.2810870
504994392	30.4863783	-84.2379980
504994239	30.4084943	-84.2369970
505005416	30.4476173	-84.3354850
505087545	30.5196543	-84.3268970
505002640	30.4631543	-84.3006870
504992146	30.4289943	-84.2172070
505089681	30.5470043	-84.2207370
505092568	30.6081843	-84.1106870
504991493	30.5100943	-84.2153070
505090955	30.5360443	-84.2164670
505090730	30.5293243	-84.2154670
505002810	30.4372043	-84.2955270
505007487	30.5116733	-84.3737030
505094393	30.8548102	-83.9552521
505002835	30.4555843	-84.3026170
505090872	30.5260743	-84.2086570
505003186	30.4226043	-84.3027870
504990915	30.4586143	-84.1529470
503859424	25.7972053	-80.2067383
504993304	30.3968343	-84.2230170
505006310	30.4317343	-84.3470770
505002122	30.3947143	-84.2876070
504996088	30.4800543	-84.2489470
504994178	30.5083743	-84.2344070
505002867	30.4561943	-84.2968270
505000196	30.4538943	-84.2790770
505090036	30.5794243	-84.2343470
505471054	34.0522435	-84.3365768
504991677	30.4943343	-84.2161970
504993413	30.4419323	-84.2340830
504995038	30.4900843	-84.2392370
505000106	30.4736143	-84.2807870
504993317	30.4270243	-84.2214270
504998745	30.4761343	-84.2736270
505505522	33.7611836	-84.3855968
505084970	30.5868343	-84.5794869
504998214	30.4706843	-84.2655770
505088566	30.5431443	-84.2402670
505005237	30.4017443	-84.3187170
505084502	30.9039762	-84.5766409
505001677	30.4696843	-84.2928070
505003423	30.4429593	-84.3107780
505001323	30.4358643	-84.2825670
505000478	30.3141233	-84.2818590
504994042	30.4753443	-84.2334170
504991897	30.5028043	-84.2067970
504993771	30.4735643	-84.2328270
504996268	30.5042043	-84.2506270
504993643	30.4301443	-84.2341170
505004787	30.4771743	-84.3216770
505007034	30.4776843	-84.3543970
503849266	25.7968173	-80.2171753
505005892	30.4818643	-84.3376870
505003909	30.4558743	-84.3180770
504997085	30.4850843	-84.2537270
505004488	30.1936544	-84.3248670
504996911	30.4495443	-84.2586970
504912367	30.2824312	-81.5122448
505006306	30.4293243	-84.3439970
504998741	30.4603143	-84.2776270
504995195	30.4908443	-84.2433170
505002900	30.3707643	-84.2946770
505090408	30.8838212	-84.2081390
505084994	30.5621943	-84.5915769
504990539	30.4863243	-84.1627670
504990554	30.4798843	-84.1671970
517124349	38.7516223	-77.5459706
505008453	29.9917834	-84.4188990
504992236	30.4013443	-84.2152970
504992376	30.4271723	-84.2291200
504991707	30.4954543	-84.2208270
505089575	30.5217243	-84.2181270
504998532	30.4376043	-84.2715870
504994075	30.4596743	-84.2354470
505000813	30.4301543	-84.2822770
505004441	30.3218743	-84.3267080
505089505	30.5338743	-84.2222470
504998274	30.4819243	-84.2601870
516719410	36.5627129	-82.1721873
504994976	30.4756043	-84.2383670
505002822	30.4546243	-84.2951770
505004115	30.4587943	-84.3116270
504998947	30.4689743	-84.2754670
505005015	30.4354043	-84.3272470
505004917	30.4687143	-84.3205670
505000354	30.4370443	-84.2774070
504990158	30.4898143	-84.1206370
501337952	33.9308032	-118.3851838
505005812	30.5072743	-84.3402170
504322670	27.9708348	-80.6393081
504413609	27.4604149	-82.5389276
504991281	30.4682643	-84.1639770
505089967	30.5878143	-84.2202870
504990341	30.4759143	-84.0498770
504992248	30.4279943	-84.1941170
504992134	30.4342143	-84.1915370
505009303	30.4389943	-84.3997870
505525326	33.7200736	-84.4202868
504992893	30.4681743	-84.2310270
505000843	30.4481943	-84.2823570
504999520	30.4564293	-84.2803760
505089402	30.5411843	-84.2239270
500555788	33.5033737	-86.8133661
505089049	30.6002843	-84.2488270
504993921	30.4580943	-84.2320870
505001562	30.4347643	-84.2874570
505006356	30.4049843	-84.3337170
504992374	30.4502023	-84.2296650
505007335	30.4282143	-84.3651470
504991033	30.4676943	-84.1866570
510246433	35.2088231	-80.8321778
505095295	30.5219803	-83.8725641
505088384	30.6062243	-84.2492770
505001400	30.3779263	-84.2892880
505087957	30.5161043	-84.2984670
505000913	30.4599243	-84.2818970
504998758	30.4634543	-84.2720370
504990076	30.3794343	-84.1298870
505001270	30.5060443	-84.2817770
504997154	30.4893943	-84.2555570
505001477	30.0644144	-84.2936670
504994037	30.4734643	-84.2377470
504995994	30.4872043	-84.2460370
505001917	30.4720043	-84.2923170
504992789	30.4463543	-84.2283770
505003989	30.4523243	-84.3147870
505039444	30.4323864	-86.8761702
505008280	30.4562043	-84.3800670
505008112	30.5095243	-84.3742370
504989939	30.5076443	-84.1324470
503780942	25.8230153	-80.3052883
504993238	30.4281443	-84.2231970
505086877	30.6236443	-84.4157969
504991808	30.5112043	-84.2154070
505085705	30.9039102	-84.5577059
505006817	30.4765743	-84.3544070
505090799	30.5566643	-84.2061070
504993049	30.4618143	-84.2284370
505000718	30.4342943	-84.2826170
505006706	30.1939144	-84.3623870
504993186	30.4253943	-84.2246470
504993448	30.4580583	-84.2372090
504992830	30.4979443	-84.2239270
504996064	30.4991943	-84.2463670
508962223	42.0403694	-71.2360114
505004953	30.5152743	-84.3273370
504990984	30.4481543	-84.1398470
505001700	30.4685443	-84.2871870
504992057	30.4334343	-84.2127970
505087998	30.5580943	-84.2714070
504991774	30.5017343	-84.2209570
505095235	30.5342583	-83.8703091
504989846	30.4930543	-84.1285170
517133136	38.7230823	-77.4870886
505083949	30.5826243	-84.5993969
504994911	30.4936243	-84.2454370
504998045	30.4543643	-84.2616470
504991057	30.4643943	-84.1440470
505004923	30.4984043	-84.3286370
503693175	25.5476124	-80.3998873
504998677	30.4118743	-84.2727170
505092798	30.8319642	-83.9838271
505090646	30.5607643	-84.2083670
505001756	30.4644443	-84.2893870
504991566	30.4658843	-84.2174770
505090050	30.5985043	-84.2255670
505001926	30.4572443	-84.2901270
505002443	30.4211153	-84.2958210
505085062	30.5879043	-84.5761069
505006317	30.4141943	-84.3479270
505086618	30.5778043	-84.3956469
505002618	30.4736143	-84.3046170
504991817	30.5076543	-84.2081870
505004303	30.4245643	-84.3172870
505088637	30.5927643	-84.2459570
504997971	30.4733843	-84.2679270
505007226	30.4343943	-84.3628070
505094455	30.5327543	-83.9351871
504990734	30.3790743	-84.1394670
504997122	30.4695843	-84.2578270
505006299	30.4262743	-84.3386670
504990787	30.4255043	-84.1603370
504991412	30.5150933	-84.2016440
505002213	30.4339743	-84.2894170
504994192	30.5065643	-84.2324770
517126453	38.7355923	-77.5270146
505004180	30.4017743	-84.3152870
505086271	30.5287253	-84.3884369
505008105	30.5152543	-84.3762670
504990771	30.4335843	-84.1743570
505002237	30.4998243	-84.2920470
505086937	30.5771143	-84.4237569
505004867	30.4859543	-84.3258270
505008285	30.3586943	-84.3715870
505084145	30.5804123	-84.5916759
505101356	30.8033153	-83.2755271
505093327	30.9126442	-83.9742771
504998706	30.4106243	-84.2707170
504993066	30.4746743	-84.2299370
504995355	30.5032243	-84.2428970
505008231	30.4595643	-84.3857870
505084139	30.5853643	-84.5867989
504995854	30.4950043	-84.2509170
504999613	30.4415943	-84.2790570
504746837	29.2099805	-81.0204780
505004207	30.3609643	-84.3074570
504997001	30.4770343	-84.2530070
505088670	30.5839343	-84.2544270
505084207	30.9061642	-84.5756379
505006733	30.2072443	-84.3656870
504990331	30.4608743	-84.0679770
505006400	30.4737453	-84.3571360
504995520	30.5107944	-84.2505566
504990872	30.4265443	-84.1822770
504991256	30.4748143	-84.1375570
505029899	30.3962344	-86.4289864
504998465	30.0617344	-84.2778270
504994283	30.3993343	-84.2337070
505090985	30.5490443	-84.2033270
505090914	30.5437243	-84.2115570
505004155	30.4469643	-84.3091470
504994261	30.4009943	-84.2324170
505004384	30.4963643	-84.3262760
504993782	30.4763543	-84.2367370
505008169	30.4489843	-84.3798470
505657150	34.2408735	-84.3322968
505001093	30.4726443	-84.2835570
504993059	30.4863143	-84.2285070
504991557	30.4963843	-84.2172570
505006258	30.3035643	-84.3458670
505007245	30.4505643	-84.3575270
504993690	30.4248843	-84.2323070
504997384	30.4365413	-84.2671780
504992386	30.4502813	-84.2283390
504994061	30.4774143	-84.2346970
505019405	30.1927144	-85.6962126
505007669	30.1214544	-84.3852670
505006082	30.4605343	-84.3383870
505089597	30.5381043	-84.2284970
504994987	30.5004943	-84.2416870
503828741	25.8113253	-80.2487183
505000819	30.4213243	-84.2818070
505003705	30.4664843	-84.3100570
504990345	30.4449943	-84.1313370
504200526	27.2557410	-82.4994556
505089604	30.5179143	-84.2247370
505000267	30.4777943	-84.2796570
505000014	30.4523443	-84.2799870
505004640	30.4656743	-84.3236070
505088937	30.6017843	-84.2499570
505094965	30.8549542	-83.9516871
505086302	30.5173653	-84.3761350
505004975	30.5032843	-84.3287270
505002041	30.3864643	-84.2878570
504994620	30.4298843	-84.2419370
505089792	30.6216943	-84.2345270
505007932	30.1395344	-84.3864270
505000010	30.4538943	-84.2790770
505004981	30.4399043	-84.3207770
504992459	30.4596773	-84.2295260
505000910	30.4660943	-84.2835670
504993578	30.4172043	-84.2367270
505086009	30.5901543	-84.5633169
505087738	30.5178843	-84.3642970
505088004	30.6549342	-84.2769270
505005984	30.4546643	-84.3467870
505000224	30.4738243	-84.2806770
505092547	30.6025943	-84.0997470
504994339	30.4294543	-84.2306870
505009083	30.4230743	-84.5525669
505473063	34.0515435	-84.3398468
505005982	30.4394843	-84.3383070
505005797	30.4878643	-84.3401270
505087137	30.5210753	-84.3654680
505003303	30.5073843	-84.2959770
505006245	30.3180143	-84.3382170
505089845	30.5836343	-84.2292470
504990647	30.3947743	-84.1429970
505099024	30.8486242	-83.3079972
505002060	30.3854643	-84.2918970
504996938	30.4964443	-84.2523170
505087721	30.5175843	-84.3602570
504993681	30.4314843	-84.2344470
507903895	38.6430639	-90.1944468
505004856	30.4954143	-84.3290370
504992748	30.4497843	-84.2280070
505093451	30.8390342	-83.9789671
517135144	38.7272423	-77.4801186
505002036	30.3814343	-84.2888170
505001748	30.4785343	-84.2849170
505004553	30.1020844	-84.3267670
505001388	30.4490023	-84.2928530
505001039	30.4539343	-84.2828770
505085088	30.5883743	-84.5857369
505002034	30.3901743	-84.2891670
505089103	30.6114743	-84.2649270
505004227	30.3637543	-84.3041570
504994038	30.4836643	-84.2373270
505005112	30.4347643	-84.3304570
505089520	30.5311043	-84.2279570
504995934	30.4920643	-84.2447270
505001045	30.4511043	-84.2836270
505002831	30.4493143	-84.3014570
504989892	30.5103943	-84.1260670
504989554	30.4927293	-84.0586740
500582433	33.4330527	-86.0996943
504657913	28.5178817	-81.3598419
505007114	30.5102443	-84.3536970
504998015	30.3762243	-84.2655070
505001565	30.4345843	-84.2876770
504999339	30.4845643	-84.2728370
505000969	30.4688043	-84.2817770
505002773	30.4494643	-84.3032970
504992349	30.4626143	-84.1992470
505000711	30.4272943	-84.2831070
504995786	30.4981143	-84.2478970
505001640	30.4728443	-84.2911370
505008287	30.3576343	-84.3713270
504995539	30.2676543	-84.2467870
505087978	30.5982343	-84.2920070
504995317	30.5114043	-84.2399870
504998597	30.4150943	-84.2741170
505000496	30.4922123	-84.2861650
505093578	30.8405742	-83.9763471
505008161	30.5128643	-84.3759170
504996444	30.4871793	-84.2594200
504993418	30.2996443	-84.2386930
505088897	30.6539042	-84.2693870
504999664	30.4408443	-84.2809570
505095769	30.5424243	-83.8705871
504996814	30.4339743	-84.2514570
505090048	30.5350743	-84.2362070
504993804	30.4808543	-84.2374170
505002524	30.0719044	-84.3015570
504995214	30.4914643	-84.2428270
505004268	30.3956043	-84.3047870
505007021	30.4642243	-84.3485570
505004063	30.4375043	-84.3133170
505005604	30.4650343	-84.3397170
505000276	30.4504043	-84.2793470
505004804	30.4767743	-84.3204770
504990599	30.4902843	-84.1427270
505089618	30.5398243	-84.2239170
505004097	30.4486243	-84.3152270
504999439	30.4194143	-84.2785530
504998861	30.4568843	-84.2777070
505089409	30.5289743	-84.2285670
504998811	30.4646343	-84.2714670
504995455	30.5056293	-84.2470660
505089738	30.5721743	-84.2249970
505008698	30.4948743	-84.4246169
505002397	30.4463333	-84.2981990
508475999	39.4957921	-76.7084488
504995274	30.4839643	-84.2397170
505001961	30.4456043	-84.2909770
505004440	30.3289443	-84.3238850
504989856	30.5043543	-84.1128470
505003897	30.4462543	-84.3069670
505005096	30.4552643	-84.3289170
504991439	30.3943673	-84.2187080
504991417	30.3824573	-84.2188170
505092072	30.5314543	-84.1989070
505090074	30.5768843	-84.2214470
504993981	30.4742543	-84.2313570
504995922	30.4792643	-84.2454470
504997912	30.4439443	-84.2602470
504996884	30.4490343	-84.2574470
505020033	30.1911444	-85.7095866
504992243	30.4210743	-84.2191970
504995049	30.4894943	-84.2439370
505003502	30.4761847	-84.3116068
505087859	30.5187043	-84.2725570
